question,label
recently closed file showing recent list,1
memory needed,1
option keep pinned editor visible,1
autocomplete work snippet,1
(wsl2) window command working,1
change terminal font type size?,1
git push asking git hub credential say logon failed,1
code applied incorrectly,1
"created block marking extension v code, access parsed token code file?",1
v code command line --install-extension,1
intellisense work use unity,1
"version c:\users\user\untitled-1.exe compatible version window running. check computer's system information see whether need x86 (32-bit) x64 (64-bit) version program, contact software publisher.",1
newbie issue output message node: command found - mac,1
cant create issue use sentry src/main.js,1
keyboard shortcut working,1
"run yarn web,but url pending",1
add typescript type lib vscode extension？,1
getting error click run code one code executing please provide solution,1
restore sticky pin tab,1
editor would open utf-8 even though file win 1252 encoded,1
git file commiting,1
unknown problem,1
"global variable look gray, used(but is)",1
special character unreadable,1
unable set anaconda enviuronment visual studio code - error message,1
java compilation error,1
multi line selection,1
change v code menubar font,1
editor highlighting syntax error calling function exist,1
"localhost working ""exception occurred: referenceerror: closedescriptionpopup defined""",1
help update,1
know happen.,1
"often comment modify git clone project, cause change tracked git. way ignore comment modification code?",1
"bug ""detecting armstrong number c++ no.153"" program",1
"conda path, vscode can't activate enviroments",1
exclude folders/files workspace dir ?,1
cmd + v working,1
system making many request according v code,1
workbench.action.focusactiveeditorgroup keyboard shortcut explorerfocus longer work,1
extension found,1
workbench.action.quitwindow anyone?,1
cant run debug program,1
build issue,1
vsc trigger rebuild angular project opening new file,1
inaccurate error,1
macos: v code forgets full screen mode app restart,1
showing error,1
random error cant fix,1
pinned tab scroll view,1
i'm able see run button python find run button java c/c++.,1
can't write code,1
intellisence correctly infer optional parameter using typescript syntax,1
url handler working window 10 -> vscode:extension + git-client://clone?,1
cannot access upstream folder,1
debugging user interaction terminal using method system.console.readline(),1
requested url returned error: 403(git push),1
provide setting track active item file explorer,1
v code problem window server,1
incorrect output,1
unable view javascript locally mac,1
install django package,1
v code cannot connect store,1
pandas-profiling,1
programme running,1
workspaces.,1
snippet transformation work inserting variable using intellisense,1
"customize location "".vscode"" directory",1
add search outline panel,1
default keyboard shortcut toggleterminal match documentation,1
pascalcase-naming work emmet completion jsx,1
vscode 1.53.2(system setup) javascript intellisense working window 10,1
"unexpected file name ""saveas"" dialog saving untitled editor",1
file watching: ignore certain directories?,1
type checking function parameter ignores type 'object.',1
helloworld.cpp compile issue,1
tolocalestring displaying time 00:00:00 24:00:00,1
#include work,1
file download ~30mb iframe fails file picker fails open,1
compile tick bottome blue bar showing,1
v code execute .zshrc launching ui,1
access denied,1
terminal working,1
v code show one tab apple silicon,1
option completely disable hide integrated terminal panel,1
access denied terminal window v code,1
snippet intellisense can't show description,1
[feature] manually control hover tooltip display,1
javascript function working,1
getting error tool,1
find doc every color variable applied,1
html cant find j function,1
file/character encoding,1
doesnt show option new project external class,1
something peculiar search engine,1
setup different color theme across multiple window,1
support cygwin default shell selector,1
problem running typescript,1
cannot install v extension command line offline,1
node_modules showing tree,1
unbound breakpoint debugging node.js vscode 1.54.3,1
issue pushing update file,1
tab size working,1
"running code big problem, solve problem?",1
vscode ubunut 20.04 environment importing issue,1
able type dev container terminal container starting (gitlab credential needed),1
javascript file working,1
terminal keep compiling project getting hard view error loop compilation. please help resolve asap! thanks!,1
"macos ""the terminal process ""/bin/zsh '-l'"" terminated exit code: 1.""",1
change workbench.editor.enablepreview default false,1
v code aws esp32 freertos-esp-idf development,1
add method allow extension rename terminal,1
vscode sharp intelligent fundamentally ??,1
typescript language service crashing @flow file,1
editable keybindings code completion / suggestions: next/previous item list,1
